read length,100,200,500,1000,1500
5835,0.024507,0.021594,0.018338,0.018338,0.018338
5935,0.074979,0.06588,0.060657,0.063353,0.060657
5935,0.029992,0.024263,0.031171,0.023589,0.02679
6090,0.012808,0.007882,0.006568,0.007225,0.006568
6320,0.027057,0.018671,0.017563,0.018038,0.016456
6350,0.007402,0.005669,0.005512,0.005827,0.005512
6355,0.01967,0.014634,0.013218,0.014005,0.013218
6370,0.008948,0.007849,0.006279,0.006593,0.006593
6450,0.029302,0.024961,0.026047,0.026512,0.025116
6820,0.028006,0.019062,0.016862,0.018475,0.016569
7030,0.025462,0.024751,0.023186,0.022617,0.023471
7145,0.019454,0.025752,0.020994,0.021274,0.020574
7565,0.033047,0.023397,0.019432,0.026041,0.021811
7650,0.019477,0.018039,0.019477,0.020261,0.019608
8280,0.018357,0.016304,0.010266,0.010145,0.011473
8890,0.029809,0.026209,0.023172,0.02351,0.022835
9095,0.017592,0.013964,0.013194,0.014074,0.012095
9210,0.014224,0.011726,0.010206,0.010532,0.010206
9345,0.029963,0.029428,0.023114,0.023435,0.023221
9425,0.037772,0.033103,0.029178,0.031512,0.029708
10575,0.021466,0.016076,0.01305,0.014752,0.013617
11555,0.019991,0.017049,0.01428,0.01402,0.013933
12015,0.017645,0.014149,0.011569,0.012901,0.012984
12130,0.015911,0.011789,0.009316,0.009068,0.009728
13210,0.02536,0.023921,0.019076,0.018774,0.019304
18730,0.016871,0.014469,0.011586,0.012974,0.011799
18835,0.020919,0.023414,0.017467,0.01683,0.017467
19395,0.012529,0.008765,0.006445,0.007579,0.006651
